department,category,brand,price_band,fulfillment_bucket,total_items,recognized_items,returned_items,cancelled_items,processing_items,gmv_all_status,revenue,return_value,cancelled_value,processing_backlog_value,gross_profit,avg_sale_price,avg_fulfillment_days,return_rate_pct,cancel_rate_pct,processing_rate_pct,status_leakage_value,status_leakage_pct,gross_margin_pct,proxy_hypothesis,recommended_action
Women,Swim,Swim 365,$50-100,not delivered / open,40,18,0,7,15,3204.599956512451,1369.8199920654297,0.0,564.9299926757812,1269.8499717712402,792.440862644689,80.11499891281127,,0.0,17.5,37.5,1834.7799644470215,57.3,57.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Swim,Volcom,$25-50,not delivered / open,86,42,0,24,20,3565.0700187683105,1730.5600090026855,0.0,1023.5200042724609,810.9900054931641,692.882521166847,41.45430254381756,,0.0,27.9,23.3,1834.510009765625,51.5,40.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Y&G,$25-50,not delivered / open,91,41,0,24,26,3319.45006942749,1491.9500312805174,0.0,875.8000183105468,951.7000198364257,886.1643207734187,36.47747329041198,,0.0,26.4,28.6,1827.5000381469724,55.1,59.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Tops & Tees,Allegra K,<$25,not delivered / open,327,156,0,69,102,3477.0599875450134,1658.5499920845032,0.0,735.6999988555908,1082.8099966049194,732.1862990372547,10.633210971085669,,0.0,21.1,31.2,1818.5099954605103,52.3,44.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Dresses,Lindy Bop,$25-50,not delivered / open,74,35,0,13,26,3459.260124206543,1644.650058746338,0.0,601.8700218200684,1212.7400436401367,897.6500027586178,46.746758435223555,,0.0,17.6,35.1,1814.610065460205,52.5,54.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Active,SmartWool,$100-200,not delivered / open,28,13,0,4,11,3348.2699966430664,1538.4399948120117,0.0,489.92999267578125,1319.9000091552734,873.5817643461967,119.58107130868095,,0.0,14.3,39.3,1809.8300018310547,54.1,56.8,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Shorts,Calvin Klein,$50-100,not delivered / open,63,33,0,15,15,3789.5100288391113,1980.3200149536133,0.0,925.6500053405762,883.5400085449219,981.8158770118076,60.15095283871605,,0.0,23.8,23.8,1809.190013885498,47.7,49.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Suit Studio,$50-100,not delivered / open,33,9,0,15,9,2453.1200637817383,644.0200157165527,0.0,1149.5700340270996,659.5300140380859,245.19410475369688,74.33697162974964,,0.0,45.5,27.3,1809.1000480651855,73.7,38.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Intimates,Cosabella,$50-100,not delivered / open,33,12,0,9,12,2835.6400146484375,1053.3200073242188,0.0,826.6600036621094,955.6600036621094,487.37604478441835,85.92848529237689,,0.0,27.3,36.4,1782.3200073242188,62.9,46.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sleep & Lounge,BedHead,$100-200,not delivered / open,32,18,0,4,10,4034.0,2253.0,0.0,510.0,1271.0,865.8529962049797,126.0625,,0.0,12.5,31.2,1781.0,44.1,38.4,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Intimates,Playtex,$25-50,not delivered / open,98,45,0,24,29,3258.1100273132324,1486.880012512207,0.0,812.3000068664551,958.9300079345703,701.5434865547535,33.24602068686972,,0.0,24.5,29.6,1771.2300148010254,54.4,47.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sleep & Lounge,Intimo,$100-200,not delivered / open,25,14,0,3,8,4013.179962158203,2244.5499725341797,0.0,479.84999084472656,1288.7799987792969,1329.1319366512587,160.52719848632813,,0.0,12.0,32.0,1768.6299896240234,44.1,59.2,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Sweaters,Nautica,$50-100,not delivered / open,53,23,0,12,18,3115.119987487793,1348.419994354248,0.0,703.1499938964844,1063.5499992370605,670.3289469547498,58.775848820524395,,0.0,22.6,34.0,1766.699993133545,56.7,49.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Fashion Hoodies & Sweatshirts,Roxy,$25-50,not delivered / open,77,32,0,22,23,3012.5600032806396,1247.4699954986572,0.0,927.620002746582,837.4700050354004,650.1805659994646,39.12415588676156,,0.0,28.6,29.9,1765.0900077819824,58.6,52.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Dickies,$25-50,not delivered / open,74,28,0,18,28,2818.7200469970703,1059.5200176239014,0.0,689.1100101470947,1070.0900192260742,496.2595589761504,38.090811445906354,,0.0,24.3,37.8,1759.200029373169,62.4,46.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Calvin Klein Jeans,$50-100,not delivered / open,49,23,0,14,12,3360.370002746582,1604.0800018310547,0.0,941.1100006103516,815.1800003051758,751.8657630124835,68.57897964788943,,0.0,28.6,24.5,1756.2900009155273,52.3,46.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Diesel,$25-50,not delivered / open,133,72,0,24,37,3831.379997253418,2077.0,0.0,665.9199981689453,1088.4599990844727,1108.7349981628358,28.80736840040164,,0.0,18.0,27.8,1754.379997253418,45.8,53.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Shorts,Orvis,$50-100,not delivered / open,47,22,0,11,14,3262.0,1508.0,0.0,778.0,976.0,767.1389999706298,69.40425531914893,,0.0,23.4,29.8,1754.0,53.8,50.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Swim,Diesel,$50-100,not delivered / open,44,16,0,12,16,2786.900001525879,1034.0,0.0,791.0,961.9000015258789,432.56099804956466,63.33863639831543,,0.0,27.3,36.4,1752.900001525879,62.9,41.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Outerwear & Coats,Anne Klein,$100-200,not delivered / open,29,16,0,6,7,3839.5800018310547,2089.5800018310547,0.0,809.7200012207031,940.2799987792969,1160.362222449957,132.3993104079674,,0.0,20.7,24.1,1750.0,45.6,55.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Orvis,$50-100,not delivered / open,41,22,0,10,9,3823.0,2078.0,0.0,980.0,765.0,1136.7359985671937,93.2439024390244,,0.0,24.4,22.0,1745.0,45.6,54.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jumpsuits & Rompers,Allegra K,<$25,not delivered / open,242,108,0,52,82,3171.1099767684937,1432.9599905014038,0.0,664.5099945068359,1073.639991760254,680.8579968273609,13.103760234580552,,0.0,21.5,33.9,1738.1499862670898,54.8,47.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,La Blanca,$50-100,not delivered / open,40,18,0,9,13,3143.480010986328,1409.6600036621094,0.0,679.6600036621094,1054.1600036621094,812.8203488653187,78.58700027465821,,0.0,22.5,32.5,1733.8200073242188,55.2,57.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Haggar,$50-100,not delivered / open,63,35,0,9,19,3967.0999908447266,2235.9699935913086,0.0,542.4199981689453,1188.7099990844727,1217.0412851779656,62.96984112451947,,0.0,14.3,30.2,1731.129997253418,43.6,54.4,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Pants,American Apparel,$50-100,not delivered / open,48,24,0,13,11,3461.0,1730.0,0.0,919.0,812.0,943.7889984948561,72.10416666666667,,0.0,27.1,22.9,1731.0,50.0,54.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Fashion Hoodies & Sweatshirts,Allegra K,<$25,not delivered / open,161,71,0,38,52,3053.7599954605103,1327.7299995422363,0.0,736.7000026702881,989.3299932479858,591.0503691621828,18.96745338795348,,0.0,23.6,32.3,1726.029995918274,56.5,44.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Fashion Hoodies & Sweatshirts,Carhartt,$50-100,not delivered / open,44,18,0,14,12,3017.699966430664,1293.2999801635742,0.0,918.2799987792969,806.119987487793,587.3133094551371,68.58409014615145,,0.0,31.8,27.3,1724.3999862670898,57.1,45.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Affliction,$100-200,not delivered / open,26,13,0,4,9,3440.0,1725.0,0.0,530.0,1185.0,797.730000265874,132.30769230769232,,0.0,15.4,34.6,1715.0,49.9,46.2,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Sweaters,Calvin Klein Jeans,$50-100,not delivered / open,50,27,0,11,12,3612.6199913024902,1905.9599990844727,0.0,824.8499946594238,881.8099975585938,962.3454193129315,72.25239982604981,,0.0,22.0,24.0,1706.6599922180176,47.2,50.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Fashion Hoodies & Sweatshirts,Hurley,$50-100,not delivered / open,51,24,0,10,17,3184.0999755859375,1478.249984741211,0.0,635.0,1070.8499908447266,793.509491555076,62.43333285462622,,0.0,19.6,33.3,1705.8499908447266,53.6,53.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Fashion Hoodies & Sweatshirts,Metal Mulisha,$50-100,not delivered / open,55,28,0,9,18,3413.300003051758,1711.9500007629395,0.0,587.9500007629395,1113.400001525879,754.4711993500024,62.060000055486505,,0.0,16.4,32.7,1701.3500022888184,49.8,44.1,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Swim,RVCA,$50-100,not delivered / open,59,30,0,13,16,3443.7400093078613,1748.6400032043457,0.0,762.8500022888184,932.2500038146973,685.4999285873064,58.36847473403155,,0.0,22.0,27.1,1695.1000061035156,49.2,39.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sweaters,Perry Ellis,$50-100,not delivered / open,47,19,0,12,16,2820.549980163574,1132.5499877929688,0.0,726.3499984741211,961.6499938964844,574.5580437554016,60.01170170560796,,0.0,25.5,34.0,1687.9999923706055,59.8,50.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,Becca by Rebecca Virtue,$50-100,not delivered / open,43,19,0,8,16,2998.0,1318.0,0.0,548.0,1132.0,743.1699977852404,69.72093023255815,,0.0,18.6,37.2,1680.0,56.0,56.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sweaters,Jones New York,$100-200,not delivered / open,25,12,0,4,9,3145.0,1478.0,0.0,486.0,1181.0,790.8510013177292,125.8,,0.0,16.0,36.0,1667.0,53.0,53.5,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Jeans,RVCA,$50-100,not delivered / open,45,22,0,12,11,3254.149948120117,1595.5999755859375,0.0,870.8499908447266,787.6999816894531,715.1106410188847,72.31444329155816,,0.0,26.7,24.4,1658.5499725341797,51.0,44.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Evan Picone,$50-100,not delivered / open,32,14,0,5,13,2935.650001525879,1285.1899948120117,0.0,437.36000061035156,1213.1000061035154,545.7053456903934,91.73906254768372,,0.0,15.6,40.6,1650.4600067138672,56.2,42.5,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Suits & Sport Coats,Bolzano,$50-100,not delivered / open,40,18,0,9,13,3037.9998855590816,1389.0999450683591,0.0,659.5499725341797,989.3499679565429,835.1705192618348,75.94999713897704,,0.0,22.5,32.5,1648.8999404907224,54.3,60.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Tops & Tees,Carhartt,$50-100,not delivered / open,57,31,0,14,12,3529.669937133789,1881.8299713134766,0.0,872.6699905395508,775.1699752807617,825.6827501336771,61.924033984803316,,0.0,24.6,21.1,1647.8399658203125,46.7,43.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Shorts,7 For All Mankind,$100-200,not delivered / open,27,15,0,5,7,3967.0,2326.0,0.0,666.0,975.0,1148.0710002556443,146.92592592592592,,0.0,18.5,25.9,1641.0,41.4,49.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Fashion Hoodies & Sweatshirts,Football Fanatics,$50-100,not delivered / open,51,21,0,15,15,2799.4500389099117,1168.9500160217283,0.0,816.2500114440917,814.2500114440917,495.12970574255564,54.89117723352768,,0.0,29.4,29.4,1630.5000228881834,58.2,42.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Kenneth Cole,$50-100,not delivered / open,37,15,0,10,12,2677.2800216674805,1065.4400100708008,0.0,726.4200057983398,885.4200057983398,510.6658245741281,72.3589195045265,,0.0,27.0,32.4,1611.8400115966797,60.2,47.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Diesel,$200+,5-7 days,31,25,6,0,0,8184.389999389648,6574.540008544922,1609.8499908447266,0.0,0.0,3090.6078983450493,264.01258062547254,5.371102150537634,19.4,0.0,0.0,1609.8499908447266,19.7,47.0,High-price fit/expectation mismatch,"Add premium PDP proof, fit notes, review snippets"
Women,Intimates,Glamorise,$25-50,not delivered / open,61,22,0,14,25,2523.4500846862793,920.8000316619873,0.0,567.8700199127197,1034.7800331115723,445.6973961661224,41.36803417518491,,0.0,23.0,41.0,1602.650053024292,63.5,48.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sleep & Lounge,Alexander Del Rossa,$50-100,not delivered / open,38,16,0,13,9,2839.6199531555176,1239.8399696350098,0.0,949.8699913024902,649.9099922180176,742.1240639373391,74.72684087251362,,0.0,34.2,23.7,1599.7799835205078,56.3,59.9,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Intimates,Hanes,<$25,not delivered / open,226,100,0,56,70,2917.989983558655,1321.4599905014038,0.0,732.0399961471558,864.4899969100952,621.8569963822537,12.911460104241835,,0.0,24.8,31.0,1596.529993057251,54.7,47.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Lee,$25-50,not delivered / open,94,44,0,22,28,3051.510076522827,1457.7900390625,0.0,716.6000232696533,877.1200141906738,661.6049991899193,32.46287315449816,,0.0,23.4,29.8,1593.7200374603271,52.2,45.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Swim,Marina West,$25-50,not delivered / open,88,40,0,16,32,2911.790065765381,1318.2200317382812,0.0,535.4600086212158,1058.1100254058838,773.3314860434572,33.0885234746066,,0.0,18.2,36.4,1593.5700340270996,54.7,58.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Not Your Daughter's Jeans,$100-200,5-7 days,30,16,14,0,0,3398.9699935913086,1811.979995727539,1586.9899978637695,0.0,0.0,813.9909197515491,113.29899978637695,5.243194444444444,46.7,0.0,0.0,1586.9899978637695,46.7,44.9,High-price fit/expectation mismatch,"Add premium PDP proof, fit notes, review snippets"
Women,Maternity,A Pea in the Pod,$25-50,not delivered / open,85,43,0,15,27,3184.5,1600.5,0.0,513.5,1070.5,909.2139979469939,37.46470588235294,,0.0,17.6,31.8,1584.0,49.7,56.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,KUT from the Kloth,$50-100,not delivered / open,49,27,0,8,14,3380.3399925231934,1802.5199966430664,0.0,569.9099998474121,1007.9099960327148,827.7379802598808,68.986530459657,,0.0,16.3,28.6,1577.819995880127,46.7,45.9,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Swim,Quiksilver,$50-100,5-7 days,77,51,26,0,0,4633.040008544922,3061.740005493164,1571.3000030517578,0.0,0.0,1213.7914472954396,60.16935076032366,5.2772366522366525,33.8,0.0,0.0,1571.3000030517578,33.9,39.6,Size/fit/content confidence risk,"Improve size guide, product images, material details"
Women,Sweaters,Calvin Klein Jeans,$50-100,not delivered / open,34,11,0,11,12,2294.309986114502,724.5299949645996,0.0,756.9499969482422,812.8299942016602,387.0377873280524,67.47970547395595,,0.0,32.4,35.3,1569.7799911499023,68.4,53.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Duofold,$25-50,not delivered / open,92,45,0,22,25,3077.8799934387207,1510.379997253418,0.0,735.5499992370605,831.9499969482422,809.7432772613943,33.4552173199861,,0.0,23.9,27.2,1567.4999961853027,50.9,53.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sweaters,Patty,$25-50,not delivered / open,70,32,0,13,25,2836.8500213623047,1283.4900131225586,0.0,541.7900047302246,1011.5700035095215,701.8850676014266,40.52642887660435,,0.0,18.6,35.7,1553.360008239746,54.8,54.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Intimates,Corset Story,$25-50,not delivered / open,68,28,0,20,20,2658.0,1110.0,0.0,767.0,781.0,517.7170008561807,39.088235294117645,,0.0,29.4,29.4,1548.0,58.2,46.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Shorts,Roxy,$25-50,not delivered / open,73,35,0,14,24,2936.5800247192383,1392.5100116729736,0.0,567.3200054168701,976.7500076293945,704.0026757303355,40.22712362629093,,0.0,19.2,32.9,1544.0700130462646,52.6,50.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,Cardi International,$50-100,not delivered / open,40,23,0,8,9,3590.9998779296866,2048.84992980957,0.0,737.5999755859373,804.5499725341795,1242.078259961104,89.77499694824216,,0.0,20.0,22.5,1542.1499481201167,42.9,60.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Maternity,NOM,$50-100,not delivered / open,30,12,0,12,6,2611.7200050354004,1075.0,0.0,1006.2200050354004,530.5,603.0899982042611,87.05733350118001,,0.0,40.0,20.0,1536.7200050354004,58.8,56.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Tops & Tees,Lucky Brand,$50-100,not delivered / open,32,11,0,4,17,2280.0,744.0,0.0,356.5,1179.5,325.53500129142776,71.25,,0.0,12.5,53.1,1536.0,67.4,43.8,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Pants,Paul Fredrick,$100-200,not delivered / open,26,12,0,3,11,2847.0,1314.0,0.0,328.5,1204.5,702.1139991343953,109.5,,0.0,11.5,42.3,1533.0,53.8,53.4,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Active,Columbia,$50-100,not delivered / open,42,17,0,15,10,2587.499988555908,1057.819995880127,0.0,949.7599945068359,579.9199981689453,608.7594552121972,61.60714258466448,,0.0,35.7,23.8,1529.6799926757812,59.1,57.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sleep & Lounge,HUE,$25-50,not delivered / open,99,48,0,25,26,3000.9700107574463,1472.6400032043457,0.0,751.6500034332275,776.680004119873,600.8951492298236,30.312828391489358,,0.0,25.3,26.3,1528.3300075531006,50.9,40.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Hanes,<$25,not delivered / open,129,53,0,36,40,2567.979995727539,1040.2399950027466,0.0,730.9300022125244,796.8099985122681,554.2719968427866,19.906821672306503,,0.0,27.9,31.0,1527.7400007247925,59.5,53.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Ice,$50-100,not delivered / open,38,17,0,12,9,2652.6199684143066,1129.829990386963,0.0,891.8799858093262,630.9099922180176,435.95557474442677,69.80578864248176,,0.0,31.6,23.7,1522.7899780273438,57.4,38.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Tops & Tees,Jones New York,$50-100,not delivered / open,28,8,0,9,11,2143.739974975586,622.9899978637695,0.0,730.9499893188477,789.7999877929688,271.48755937428734,76.56214196341378,,0.0,32.1,39.3,1520.7499771118164,70.9,43.6,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Bullhead,$25-50,not delivered / open,70,35,0,18,17,3004.759994506836,1484.8699970245361,0.0,758.4299983978271,761.4599990844727,793.1767172925366,42.925142778669084,,0.0,25.7,24.3,1519.8899974822998,50.6,53.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Perry Ellis,$25-50,not delivered / open,65,29,0,20,16,2735.3600730895996,1215.4800338745117,0.0,813.0000190734863,706.8800201416016,654.2118669969697,42.08246266291692,,0.0,30.8,24.6,1519.880039215088,55.6,53.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Shorts,Wrangler,$25-50,not delivered / open,95,49,0,20,26,3046.1899967193604,1528.0499992370605,0.0,642.2099990844727,875.9299983978271,755.1979900451636,32.06515786020379,,0.0,21.1,27.4,1518.1399974822998,49.8,49.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Outerwear & Coats,London Fog,$50-100,not delivered / open,32,14,0,4,14,2692.589973449707,1176.1999893188477,0.0,310.4099998474121,1205.9799842834473,640.1004029968439,84.14343667030334,,0.0,12.5,43.8,1516.3899841308594,56.3,54.4,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Dresses,BCBGeneration,$50-100,not delivered / open,32,15,0,9,8,2826.0,1310.0,0.0,792.0,724.0,733.3740013735369,88.3125,,0.0,28.1,25.0,1516.0,53.6,56.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Suits,Nine West,$100-200,not delivered / open,26,15,0,2,9,3483.150062561035,1977.8100357055664,0.0,292.59000396728516,1212.7500228881836,803.9050810897637,133.96731009850134,,0.0,7.7,34.6,1505.3400268554688,43.2,40.6,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Swim,Speedo,$50-100,not delivered / open,44,17,0,12,15,2458.639995574951,955.3199996948242,0.0,685.9800033569336,817.3399925231934,366.8177378878093,55.87818171761253,,0.0,27.3,34.1,1503.319995880127,61.1,38.4,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Intimates,Corset-story,$100-200,not delivered / open,33,18,0,5,10,3300.0,1800.0,0.0,500.0,1000.0,857.900001294911,100.0,,0.0,15.2,30.3,1500.0,45.5,47.7,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Women,Jeans,Levi's,$50-100,not delivered / open,39,15,0,12,12,2424.0,930.0,0.0,762.0,732.0,415.87200115807354,62.15384615384615,,0.0,30.8,30.8,1494.0,61.6,44.7,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Intimates,Le Mystere,$50-100,not delivered / open,38,18,0,7,13,2850.7499923706055,1356.8299942016602,0.0,522.5,971.4199981689453,641.4796782152966,75.01973664133172,,0.0,18.4,34.2,1493.9199981689453,52.4,47.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Maternity,Momo Maternity,$50-100,not delivered / open,36,16,0,6,14,2756.0,1266.0,0.0,464.0,1026.0,694.683998468332,76.55555555555556,,0.0,16.7,38.9,1490.0,54.1,54.9,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
Men,Active,Champion,$50-100,not delivered / open,37,16,0,14,7,2552.78995513916,1066.8999786376953,0.0,959.9399871826172,525.9499893188477,620.7058558273661,68.99432311186919,,0.0,37.8,18.9,1485.8899765014648,58.2,58.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sweaters,Allegra K,<$25,not delivered / open,153,62,0,35,56,2491.9100008010864,1009.4299993515015,0.0,580.3700008392334,902.1100006103516,502.73974974391797,16.286993469288145,,0.0,22.9,36.6,1482.480001449585,59.5,49.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Accessories,Carhartt,$25-50,not delivered / open,69,22,0,16,31,2185.4200172424316,703.3600044250488,0.0,485.12000274658203,996.9400100708008,416.29049364785175,31.67275387307872,,0.0,23.2,44.9,1482.0600128173828,67.8,59.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Underwear,Calvin Klein,<$25,not delivered / open,116,51,0,27,38,2614.5,1140.5,0.0,611.0,863.0,601.6199992476031,22.538793103448278,,0.0,23.3,32.8,1474.0,56.4,52.8,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Jeans,Level 99,$100-200,not delivered / open,26,13,0,6,7,2944.0,1474.0,0.0,667.0,803.0,685.2280007768422,113.23076923076923,,0.0,23.1,26.9,1470.0,49.9,46.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Tops & Tees,Harley-Davidson,$25-50,not delivered / open,73,30,0,17,26,2463.35005569458,996.5000228881836,0.0,579.1500129699707,887.7000198364258,431.6146115971646,33.74452131088466,,0.0,23.3,35.6,1466.8500328063965,59.5,43.3,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Blazers & Jackets,Jones New York,$50-100,not delivered / open,32,12,0,8,12,2374.1099967956543,909.9799995422363,0.0,528.8699989318848,935.2599983215332,556.55073689832,74.1909373998642,,0.0,25.0,37.5,1464.129997253418,61.7,61.2,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Suits & Sport Coats,DKNY,$50-100,not delivered / open,28,13,0,9,6,2719.7199401855464,1259.8699722290037,0.0,869.9099807739257,589.9399871826171,769.6604549421431,97.13285500662666,,0.0,32.1,21.4,1459.8499679565427,53.7,61.1,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Women,Sleep & Lounge,Aegean,$50-100,not delivered / open,37,17,0,10,10,2769.6299209594727,1309.829963684082,0.0,719.8999786376953,739.8999786376953,497.68539340288777,74.8548627286344,,0.0,27.0,27.0,1459.7999572753906,52.7,38.0,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Pants,Tripp NYC,$50-100,not delivered / open,25,8,0,6,11,2145.6499786376953,688.8499908447266,0.0,515.8999938964844,940.8999938964844,368.55594436099864,85.82599914550781,,0.0,24.0,44.0,1456.7999877929688,67.9,53.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Jeans,Buffalo by David Bitton,$50-100,not delivered / open,27,12,0,6,9,2643.0,1188.0,0.0,574.0,881.0,552.2220013579354,97.88888888888889,,0.0,22.2,33.3,1455.0,55.1,46.5,Checkout/payment/inventory cancellation friction,"Audit stock sync, payment failure, checkout messaging"
Men,Sweaters,Paul Fredrick,$100-200,not delivered / open,26,13,0,3,10,2907.0,1453.5,0.0,358.5,1095.0,720.507999130059,111.8076923076923,,0.0,11.5,38.5,1453.5,50.0,49.6,Backlog or status-update SLA risk,Create processing aging SLA and exception queue
