product_category,department,center_id,total_units,sold_units,unsold_units,frozen_capital,holding_cost_to_cutoff,avg_holding_days_unsold,aged_180_units,aged_365_units,aged_180_cost,aged_365_cost,sell_through_pct,dc_name,category_revenue,category_gross_profit,gross_margin_pct,status_leakage_value,category_quadrant,category_revenue_share_pct,category_cumulative_revenue_share_pct,abc_class,inventory_action
Tops & Tees,Women,3,1451,539,912,30431.178589789244,15410.111416548447,726.0848214285714,787,670,27251.572047800033,23441.542604931234,37.1,Houston TX,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Sweaters,Men,4,1880,678,1202,31282.61366345338,15960.90133584019,751.4504657070279,1036,895,27206.58984971567,23511.198278284537,36.1,Los Angeles CA,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Swim,Women,5,1387,508,879,31405.156086277464,15808.383581004877,741.361334867664,760,656,27101.109307671642,23553.99397896428,36.6,New Orleans LA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Blazers & Jackets,Women,1,811,297,514,30181.996209034274,15384.412230060685,762.1512770137524,456,389,26957.09560982103,22762.398493184915,36.6,Memphis TN,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Markdown with margin guardrail
Jeans,Women,5,1525,548,977,30434.992301290375,15249.227426980498,735.4730290456431,857,739,26859.01007738351,23086.49903708222,35.9,New Orleans LA,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Rebalance allocation by DC
Outerwear & Coats,Men,2,865,313,552,30532.714104158164,14949.948692377946,737.195211786372,485,408,26840.663727876366,22400.188547108843,36.2,Chicago IL,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Intimates,Women,9,4163,1501,2662,30428.60810814834,15045.2240683442,730.0693333333334,2305,1963,26486.686206976912,22527.116344275026,36.1,Charleston SC,235863.64027023315,110396.67692278422,46.8,192076.66029024124,Cash Cow,4.26488735352477,76.65936695202018,A,Monitor
Active,Men,2,2365,867,1498,30631.747317175148,15134.46760149245,735.1457489878543,1290,1105,26278.40178751405,22537.86350381069,36.7,Chicago IL,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Jeans,Women,10,890,323,567,29949.41015254277,15227.256261196242,724.5800711743773,492,418,26198.6578127556,22422.99838891301,36.3,Savannah GA,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Monitor
Fashion Hoodies & Sweatshirts,Women,1,2032,736,1296,30627.672499215634,15032.493873315621,734.234693877551,1114,946,26173.53298775532,22134.87329626191,36.2,Memphis TN,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Suits & Sport Coats,Men,2,1055,382,673,29362.302880557916,14546.023597768664,740.7405159332321,579,491,25172.439096964634,21260.736591122233,36.2,Chicago IL,333854.94957733154,199611.90367731234,59.8,275422.9497528076,Star,6.036766628093574,37.76659997565112,A,Monitor
Fashion Hoodies & Sweatshirts,Men,3,976,355,621,30882.111102773164,15110.04276786964,753.218954248366,527,458,25163.638446473768,20717.807835017305,36.4,Houston TX,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Shorts,Men,8,1859,679,1180,29360.537035754725,14418.988889978611,725.3053892215569,1018,861,25157.294794542806,21261.13402076017,36.5,Mobile AL,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Pants,Men,10,1291,471,820,28258.013627471322,14580.915233221058,750.5111111111111,712,613,24822.205479127853,21299.0660753036,36.5,Savannah GA,224059.73053073883,121250.22365331609,54.1,181952.95076560974,Star,4.051449007061368,80.71081595908154,B,Markdown with margin guardrail
Pants,Men,5,1543,560,983,28001.01328519078,14333.6768712326,756.241273100616,851,729,24358.658378758202,20982.534445084573,36.3,New Orleans LA,224059.73053073883,121250.22365331609,54.1,181952.95076560974,Star,4.051449007061368,80.71081595908154,B,Markdown with margin guardrail
Shorts,Men,4,1947,691,1256,27777.45059312046,13946.457061795607,743.3510466988728,1087,943,24317.055827494016,20959.850962406686,35.5,Los Angeles CA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Rebalance allocation by DC
Intimates,Women,4,2416,881,1535,27878.47900135368,13689.824123956158,741.1996034368804,1331,1136,24095.458715473957,20236.008393227698,36.5,Los Angeles CA,235863.64027023315,110396.67692278422,46.8,192076.66029024124,Cash Cow,4.26488735352477,76.65936695202018,A,Monitor
Dresses,Women,5,1385,504,881,28613.454829779603,13899.914368916117,740.8929804372842,760,645,23978.204075874895,20383.487057503193,36.4,New Orleans LA,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Sweaters,Men,9,1531,550,981,26485.16147817536,13680.707541743956,769.9089026915113,879,752,23954.720971553346,20093.259667279257,35.9,Charleston SC,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Rebalance allocation by DC
Fashion Hoodies & Sweatshirts,Men,10,1378,501,877,26943.84706785292,14131.875375757747,759.3183908045977,761,668,23527.67220108851,20595.21868123534,36.4,Savannah GA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Swim,Men,5,1630,589,1041,27281.442048209035,13396.511384864521,730.2076023391813,898,774,23506.83819982671,20342.348391758,36.1,New Orleans LA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Suits,Women,9,501,177,324,27261.206812576253,12818.521756381871,688.6335403726708,276,228,23488.67405587772,19338.863059016177,35.3,Charleston SC,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Markdown with margin guardrail
Suits,Women,3,560,199,361,26609.88887460927,13547.75704469186,755.5854341736695,319,271,23476.522153938728,19999.264959719912,35.5,Houston TX,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Markdown with margin guardrail
Fashion Hoodies & Sweatshirts,Women,2,1829,667,1162,26761.911361945862,13511.428308446364,751.5544899738449,1022,886,23340.94536894762,20140.672311116945,36.5,Chicago IL,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Tops & Tees,Men,2,2026,734,1292,27605.094752227225,13429.808279307614,729.4913657770801,1106,958,23331.8885095163,20201.022399831836,36.2,Chicago IL,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Shorts,Men,7,1685,596,1089,27341.349355732866,13280.145203981489,721.1869158878504,930,791,23306.471693791427,19858.95760148366,35.4,Philadelphia PA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Rebalance allocation by DC
Fashion Hoodies & Sweatshirts,Women,7,1649,596,1053,26432.851280328792,13100.296826730659,739.2876447876448,917,784,23164.488878810498,19677.201657588077,36.1,Philadelphia PA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Fashion Hoodies & Sweatshirts,Women,6,1536,563,973,27150.199057400903,13171.067026088289,719.3198338525441,834,704,23133.47137201012,19601.237857339744,36.7,Port Authority of New York/New Jersey NY/NJ,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Sleep & Lounge,Men,1,2594,931,1663,27019.559592832542,13278.485233651048,722.885435709933,1417,1225,23071.945294131227,19837.00355711488,35.9,Memphis TN,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Rebalance allocation by DC
Sweaters,Women,8,1265,462,803,26847.114370067302,13074.355810410454,725.59324155194,697,600,23021.329100982788,19548.044812618096,36.5,Mobile AL,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Shorts,Women,7,1658,590,1068,26181.95225397934,13130.364460746237,732.8,928,800,22988.16675988267,19767.635931299093,35.6,Philadelphia PA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Rebalance allocation by DC
Jeans,Women,6,554,194,360,27351.29667140014,13886.845160849045,769.7692307692307,302,264,22913.625022200467,19892.58091928348,35.0,Port Authority of New York/New Jersey NY/NJ,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Rebalance allocation by DC
Active,Men,3,1944,705,1239,25811.749925182106,12640.813015268224,728.7740619902121,1080,903,22674.534330883223,18503.361292575966,36.3,Houston TX,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Blazers & Jackets,Women,9,3159,1137,2022,25900.295503795984,12942.773423733659,733.5961923847696,1767,1492,22638.836796781445,19315.81002033888,36.0,Charleston SC,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Markdown with margin guardrail
Shorts,Women,8,1622,593,1029,25571.95095102777,12896.956181695023,737.1077075098814,896,747,22428.486303950805,18936.74528000284,36.6,Mobile AL,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Active,Men,6,2016,732,1284,26260.6406086235,12928.852989656434,732.7965299684543,1083,938,21988.480497607536,19030.857119143126,36.3,Port Authority of New York/New Jersey NY/NJ,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Maternity,Women,2,1506,550,956,24869.32638115573,12652.126114880264,748.9914893617022,846,723,21769.128407509732,18742.745335037827,36.5,Chicago IL,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Markdown with margin guardrail
Dresses,Women,9,2655,964,1691,25253.729353224226,12272.535049451479,737.175975975976,1458,1246,21680.60796206482,18152.469477513947,36.3,Charleston SC,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Suits,Women,1,710,258,452,24774.93990633309,11930.852329811325,724.6916099773242,396,329,21666.135349297256,18057.399958142323,36.3,Memphis TN,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Markdown with margin guardrail
Outerwear & Coats,Women,8,691,248,443,25364.58104378465,11726.896208494776,696.5558139534884,376,317,21622.075679962214,17946.55225648978,35.9,Mobile AL,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Rebalance allocation by DC
Socks,Men,7,2378,862,1516,24206.463993085013,12835.240916503883,749.4647606382979,1321,1127,21518.41244032021,18590.194254055612,36.2,Philadelphia PA,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Markdown with margin guardrail
Outerwear & Coats,Women,6,927,329,598,25220.83735798044,12433.539029687854,721.6326530612245,512,428,21509.396295320257,18257.782824320806,35.5,Port Authority of New York/New Jersey NY/NJ,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Rebalance allocation by DC
Sleep & Lounge,Men,6,1899,679,1220,25311.096203276145,12726.260896165677,747.3984962406015,1049,910,21463.467043243763,18738.632482468234,35.8,Port Authority of New York/New Jersey NY/NJ,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Rebalance allocation by DC
Jeans,Women,1,1180,430,750,24445.24944297172,12271.518052316615,741.1664411366712,645,558,21186.88044319941,18194.577631754313,36.4,Memphis TN,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Monitor
Pants & Capris,Women,2,1386,508,878,24072.553944531825,12247.903906524887,731.522491349481,750,651,20804.954172251368,17892.676069924597,36.7,Chicago IL,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Markdown with margin guardrail
Blazers & Jackets,Women,2,987,362,625,24512.985508988764,12151.609371080003,721.2665589660743,530,454,20775.021434808375,17818.0685405718,36.7,Chicago IL,147623.82041454315,91712.77902490456,62.1,121560.37020969391,Problem Child,2.6693345529800787,87.26165669488012,B,Markdown with margin guardrail
Active,Women,2,2368,851,1517,24004.689493575803,12172.55708022956,737.6626666666667,1306,1135,20672.443249589687,18063.81419610422,35.9,Chicago IL,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Plus,Women,8,1228,440,788,23208.697021363496,11602.491998947035,733.3011583011584,688,590,20594.970776320646,17598.583635485717,35.8,Mobile AL,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Markdown with margin guardrail
Outerwear & Coats,Women,5,621,225,396,24001.34919259669,11783.937355661672,727.0688775510204,338,284,20338.489886385083,17056.412426133964,36.2,New Orleans LA,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Tops & Tees,Men,10,1146,406,740,23036.711987525614,11247.660934762856,718.1308539944904,631,534,20020.002165122227,16910.318732624208,35.4,Savannah GA,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Rebalance allocation by DC
Suits & Sport Coats,Men,7,836,301,535,23791.86418835835,11364.712029417982,744.8133333333334,462,402,19788.402528869672,17497.396624835685,36.0,Philadelphia PA,333854.94957733154,199611.90367731234,59.8,275422.9497528076,Star,6.036766628093574,37.76659997565112,A,Monitor
Swim,Men,6,1214,439,775,22607.014548656443,11104.429078785459,736.7131578947368,664,568,19405.463440595337,16614.68167482821,36.2,Port Authority of New York/New Jersey NY/NJ,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Swim,Women,2,1815,656,1159,22978.883783010097,10896.113212607328,701.4741907261592,973,804,19308.718065685745,15873.29896711431,36.1,Chicago IL,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Maternity,Women,7,1408,506,902,22178.874511088514,11038.557446734092,726.2123595505618,789,653,19296.78995189694,16446.057544529824,35.9,Philadelphia PA,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Markdown with margin guardrail
Accessories,Women,8,1451,522,929,21356.220301782378,11025.107124153405,739.4928961748634,799,684,19023.503303456306,16517.61343690069,36.0,Mobile AL,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Markdown with margin guardrail
Dresses,Women,7,888,336,552,22935.97171898817,10838.407355657284,700.291743119266,457,398,18859.67249598368,16491.060503606346,37.8,Philadelphia PA,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Dresses,Women,10,760,279,481,21752.96732941531,10744.985367606185,727.3697478991596,420,356,18858.668476848656,16077.348830754168,36.7,Savannah GA,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Accessories,Women,1,2035,720,1315,21754.010649342144,10702.77632444094,737.4149922720247,1140,955,18753.92404667724,15783.297295778828,35.4,Memphis TN,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Markdown with margin guardrail
Swim,Women,3,1166,418,748,21624.776515029724,10801.03259757988,735.8163265306123,646,561,18663.16035211779,16146.022962671243,35.8,Houston TX,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Sleep & Lounge,Men,8,2245,780,1465,21550.543409460945,10902.237643605782,751.1994421199443,1266,1086,18632.8202216994,16330.262025712427,34.7,Mobile AL,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Rebalance allocation by DC
Active,Women,7,991,361,630,21387.54932769328,11222.297998621612,740.7954545454545,539,464,18570.637865587145,16641.451080087365,36.4,Philadelphia PA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Fashion Hoodies & Sweatshirts,Women,9,2132,775,1357,21370.88740393146,10787.40296706347,741.3781763826607,1179,998,18441.34599671747,15536.640167966232,36.4,Charleston SC,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Pants & Capris,Women,1,986,355,631,22013.518534124887,11153.808438062759,744.9712,532,463,18391.46110463942,16063.908544998243,36.0,Memphis TN,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Markdown with margin guardrail
Dresses,Women,4,774,279,495,21157.87283719635,10326.131918605688,766.2721649484536,438,375,18357.639382645182,15378.627802067334,36.0,Los Angeles CA,240309.79059791565,132020.39304571736,54.9,191377.90044689178,Star,4.345282662791929,68.09066711657469,A,Monitor
Socks,Men,2,2868,1033,1835,21241.440503288133,10391.055924030505,730.1743220807969,1583,1355,18294.219747328018,15635.962406497301,36.0,Chicago IL,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Markdown with margin guardrail
Underwear,Men,2,2357,851,1506,20923.215546431114,10547.261256888503,751.6445945945947,1310,1135,18206.75276116043,15888.254135269055,36.1,Chicago IL,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Markdown with margin guardrail
Outerwear & Coats,Men,9,666,246,420,20777.98545868244,10690.07523022787,762.4530120481928,370,321,18191.152376687987,15829.358721253648,36.9,Charleston SC,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Shorts,Men,5,1212,449,763,21001.271339175302,10342.281107071442,745.7569721115538,656,566,18091.031651877947,16055.792925275578,37.0,New Orleans LA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Intimates,Women,5,1759,635,1124,20098.032439536273,9758.532371197995,724.4199095022625,962,818,17326.876989988483,14440.46549198168,36.1,New Orleans LA,235863.64027023315,110396.67692278422,46.8,192076.66029024124,Cash Cow,4.26488735352477,76.65936695202018,A,Monitor
Active,Women,3,910,330,580,19528.00849936016,9812.989183084592,712.5667244367418,506,425,17251.43166990992,14698.867396774982,36.3,Houston TX,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Shorts,Men,3,1098,400,698,19520.64750839235,9611.354997773522,732.5421511627907,610,528,17183.94344310695,14784.544521278342,36.4,Houston TX,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Tops & Tees,Men,9,1271,468,803,19556.682254504267,10038.783955318067,747.1639344262295,690,601,17063.82485303736,14776.270058914903,36.8,Charleston SC,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Socks,Men,1,2315,829,1486,19803.374291373046,9801.640412199518,728.4514596062457,1275,1107,17015.594202648877,14884.566860649004,35.8,Memphis TN,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Markdown with margin guardrail
Sleep & Lounge,Women,3,1194,438,756,19957.14176230102,10293.348187343558,756.1380697050938,645,557,16917.632346367183,14735.429621298379,36.7,Houston TX,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Sweaters,Women,5,1404,505,899,19361.33683456929,9580.067631443384,731.0734463276837,769,658,16748.211604334665,14188.041080581948,36.0,New Orleans LA,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Outerwear & Coats,Men,10,353,128,225,20920.443542579356,10086.105936099224,748.0904977375566,188,166,16650.04358975064,14872.909446326781,36.3,Savannah GA,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Socks,Men,3,2769,1004,1765,19206.41213880925,9807.973245540672,746.5120412844037,1524,1327,16598.671446816028,14481.385580080369,36.3,Houston TX,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Markdown with margin guardrail
Underwear,Men,1,2519,911,1608,19149.979647632907,9523.289060098186,736.5293005671077,1388,1189,16554.4980388533,14193.907301740615,36.2,Memphis TN,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Markdown with margin guardrail
Sleep & Lounge,Women,6,996,361,635,18908.000401692803,9851.790949385315,761.9261637239165,554,485,16475.649777094666,14436.639245241751,36.2,Port Authority of New York/New Jersey NY/NJ,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Suits,Women,7,399,145,254,18925.14843255423,9522.54935150088,758.3185483870968,221,191,16389.004650576902,14035.390487216004,36.3,Philadelphia PA,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Monitor
Maternity,Women,8,1303,473,830,19299.332927173975,9086.813689669505,709.2888616891065,701,601,16295.230192032965,13701.605323830658,36.3,Mobile AL,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Accessories,Women,3,1325,465,860,18859.745961684643,9374.370003831325,739.8035294117647,741,642,16125.50319824889,14472.337607372127,35.1,Houston TX,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Shorts,Men,2,1276,465,811,18433.3394057823,8995.987813309137,717.6832298136646,706,600,16035.67127209109,13651.258075243495,36.4,Chicago IL,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Shorts,Men,10,646,235,411,18104.57725264699,8206.907179495905,727.0196078431372,353,309,15980.874834535969,13928.563099480682,36.4,Savannah GA,255821.1708164215,127757.9467316373,49.9,220251.72066402435,Cash Cow,4.625759506335196,59.25224867465944,A,Monitor
Maternity,Women,9,1343,507,836,18396.71274207263,9220.337973600099,734.6962785114046,729,634,15905.623664589148,13830.54087504527,37.8,Charleston SC,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Swim,Women,6,1242,435,807,18771.032393037258,8970.351037998495,718.8404522613065,687,587,15893.815662894476,13460.056162066903,35.0,Port Authority of New York/New Jersey NY/NJ,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Fashion Hoodies & Sweatshirts,Women,8,1333,480,853,18485.865634787846,9112.690048227922,745.7595238095238,740,647,15774.888507297372,13789.790462370342,36.0,Mobile AL,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Fashion Hoodies & Sweatshirts,Women,4,1207,442,765,18556.893535206364,8874.126391283136,704.7457180500659,655,562,15764.000353931535,13597.285658742689,36.6,Los Angeles CA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Swim,Women,8,1342,481,861,18210.452724939918,9070.251129661288,729.1315165876778,739,636,15759.694180024542,13607.380906095828,35.8,Mobile AL,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Accessories,Men,3,1936,701,1235,18338.41918735087,9015.786954802928,736.8488085456039,1064,910,15579.947760321538,13543.096651857884,36.2,Houston TX,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Pants & Capris,Women,9,1348,480,868,18560.48232504741,9147.673806827393,738.0329024676851,732,630,15491.825482164171,13246.517264890557,35.6,Charleston SC,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Skirts,Women,3,787,284,503,17786.494833230943,8864.27455167206,768.6854838709677,447,378,15247.855499005082,12908.072134651591,36.1,Houston TX,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Tops & Tees,Women,6,1313,477,836,17506.241610241574,8603.007215985894,732.4096385542168,727,628,15194.195510555757,13023.593638122025,36.3,Port Authority of New York/New Jersey NY/NJ,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Maternity,Women,5,1037,379,658,17479.74751785108,8584.308043350511,721.117199391172,570,476,15137.493660063707,12585.578179057062,36.5,New Orleans LA,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Tops & Tees,Women,2,1041,379,662,17064.354976733557,8721.34254843435,745.358231707317,577,499,14997.98492573814,13099.33442356779,36.4,Chicago IL,248486.6007578373,109427.07970071632,44.0,204702.05077409744,Cash Cow,4.49313577912333,63.74538445378277,A,Monitor
Fashion Hoodies & Sweatshirts,Men,5,942,346,596,16888.895867137035,8509.758147194127,748.1745762711864,529,452,14924.505684326641,12703.311995190217,36.7,New Orleans LA,330259.8802957535,158598.71106277095,48.0,270305.75012874603,Cash Cow,5.971760569947093,43.73836054559821,A,Monitor
Sleep & Lounge,Men,4,1972,729,1243,16732.092404522482,8090.737598261447,725.2340946166395,1080,912,14590.372344908987,12193.281692998287,37.0,Los Angeles CA,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Pants & Capris,Women,5,1017,363,654,16558.562391174273,8837.450696955866,770.7628705148206,569,490,14587.77589432976,12541.16265377693,35.7,New Orleans LA,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Jeans,Women,3,633,231,402,16948.818468793397,8318.24296476393,707.0810126582278,340,284,14581.545211135635,12444.825374414431,36.5,Houston TX,648144.29093647,301161.66306667175,46.5,518090.3007440567,Cash Cow,11.71974784459006,23.90314682525957,A,Monitor
Swim,Men,10,691,248,443,16407.343620617714,8312.887391666238,746.6146788990826,389,342,14513.021544640778,12884.19715963272,35.9,Savannah GA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Rebalance allocation by DC
Swim,Men,2,873,316,557,16717.00668700435,8271.980539267854,736.2826086956521,488,420,14500.18415719995,12426.132995762939,36.2,Chicago IL,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Active,Women,4,1059,378,681,16629.29283696581,7905.008887665813,730.7316341829086,577,498,14341.065684274974,12237.740963788572,35.7,Los Angeles CA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
